Source,Target,Weight
Sentosa,Yishun Central,4
Oxley,Kallang Way,1
Tanjong Rhu,Guilin,6
Hougang East,Northland,9
Seletar Aerospace Park,Pasir Ris Wafer Fab Park,5
Marina South,Bayshore,11
Kampong Java,Geylang Bahru,35
Sengkang Town Centre,Chatsworth,5
Aljunied,Paterson,7
Dunearn,Leonie Hill,8
Lorong Halus,Tuas North,2
Tanglin Halt,Woodgrove,16
Kallang Bahru,Kian Teck,19
Yishun South,Marina South,4
Serangoon Central,Mackenzie,20
Toh Guan,Tuas Promenade,30
Jurong West Central,Oxley,7
Pioneer Sector,Fajar,6
Springleaf,Kampong Bugis,2
Mount Emily,Joo Koon,1
Shangri-La,Clementi Central,3
Queensway,Macpherson,6
Clementi West,Somerset,12
Upper Thomson,Woodleigh,20
Toh Guan,Hillcrest,11
Kampong Tiong Bahru,Punggol Field,5
Boon Keng,Mei Chin,3
Oxley,Tanglin,8
People's Park,Townsville,1
Woodlands South,Queensway,3
Tiong Bahru Station,Kovan,8
Straits View,Institution Hill,1
Changi West,West Coast,1
Ridout,Yew Tee,4
People's Park,Port,4
Springleaf,Central Water Catchment,11
Pulau Punggol Timor,Sembawang North,2
Faber,Sembawang East,3
Gul Circle,Holland Road,6
Clarke Quay,Bugis,13
Braddell,Bukit Ho Swee,11
Tuas Bay,Kallang Way,10
Woodlands Regional Centre,Tanglin,10
Sengkang Town Centre,Kranji,20
Pei Chun,Sembawang North,1
Yuhua East,Bukit Batok East,14
Farrer Court,Clifford Pier,1
Clementi North,Rivervale,12
Seletar,Pasir Ris Central,9
Kent Ridge,Farrer Court,2
Leonie Hill,Kampong Java,7
Teban Gardens,Pasir Ris West,1
Saujana,Tai Seng,8
Hong Kah North,Lim Chu Kang,12
Yio Chu Kang,Bukit Merah,4
Joo Seng,Marina East,4
Kent Ridge,Choa Chu Kang Central,10
Woodlands West,Kembangan,15
Jurong Island and Bukom,Changi Airport,5
Chin Bee,Moulmein,6
Boon Teck,Marina Centre,11
Sentosa,Pasir Ris Wafer Fab Park,5
Institution Hill,Clementi Woods,2
Telok Blangah Way,Bayshore,2
Siglap,Western Water Catchment,2
Malcolm,Margaret Drive,2
Pasir Ris Central,Rochor Canal,8
Woodlands East,North-Eastern Islands,1
Lorong 8 Toa Payoh,Teck Whye,5
Kampong Tiong Bahru,Singapore General Hospital,9
Cheng San,Cheng San,7
Nee Soon,Sennett,2
Cecil,Commonwealth,5
Phillip,Senoko South,3
Marina South,East Coast,8
Malcolm,Kampong Bugis,2
Yio Chu Kang North,Simei,3
Kian Teck,Phillip,4
Farrer Park,Lorong Halus,4
Commonwealth,Pulau Punggol Timor,4
Sembawang Springs,Yew Tee,5
Plab,Joo Koon,2
Jurong Port,Geylang East,8
Kampong Glam,Tampines North,2
Yishun Central,Kangkar,2
Jurong Port,Bangkit,4
People's Park,Jurong West Central,3
Leonie Hill,Choa Chu Kang North,2
Changi Point,Ulu Pandan,1
Braddell,Clementi West,2
Braddell,Fajar,3
Jurong Island and Bukom,Lorong Ah Soo,6
Farrer Court,East Coast,1
Lorong Chuan,Changi Point,2
Hong Kah North,Cheng San,8
Cairnhill,Clementi North,10
Lower Seletar,Yuhua East,3
Gombak,Mackenzie,4
Tuas Bay,Tengah,2
Bedok South,Paya Lebar West,2
Greenwood Park,Pasir Panjang 2,1
Changi Point,Matilda,4
Mackenzie,Cheng San,11
Tiong Bahru,Orange Grove,3
International Business Park,Istana Negara,1
Pioneer Sector,Clementi West,7
Goodwood Park,Toh Tuck,1
Tuas North,Katong,2
Flora Drive,Woodleigh,1
Bishan East,Northshore,3
Bugis,Kim Keat,7
Pearl's Hill,Gombak,6
Katong,Western Water Catchment,5
Peng Siang,Flora Drive,1
Springleaf,Margaret Drive,2
Faber,Bedok South,2
Joo Seng,Tuas Bay,5
Alexandra Hill,Plab,4
Pioneer Sector,Bukit Ho Swee,2
Lakeside,Tanjong Rhu,1
Monk's Hill,Lorong Chuan,3
Geylang Bahru,Nature Reserve,5
Pasir Ris Wafer Fab Park,Geylang Bahru,1
Clementi Central,Goodwood Park,2
Yuhua East,Sembawang Springs,4
Henderson Hill,Hong Kah North,5
Admiralty,Sembawang Hills,2
Serangoon North Ind Estate,Kim Keat,2
Teck Whye,Newton Circus,1
Marina East,Bukit Batok East,1
Kampong Glam,Pasir Ris West,1
Victoria,Gombak,8
Pioneer Sector,Hillview,2
Kampong Java,Sengkang West,5
Punggol Field,Tuas Promenade,2
Clementi West,Serangoon North Ind Estate,2
Fajar,Hougang Central,2
Defu Industrial Park,Yio Chu Kang North,3
Senoko North,Clarke Quay,2
Phillip,Tanjong Pagar,2
Paya Lebar East,Bukit Merah,2
Rochor Canal,Pulau Punggol Timor,1
Kampong Ubi,West Coast,2
Lower Seletar,People's Park,1
Straits View,Lower Seletar,1
Tukang,Woodleigh,3
Kranji,Safti,1
Maxwell,Hong Kah,1
Waterway East,Bayshore,1
Kampong Tiong Bahru,Wenya,4
Tengah,Yew Tee,1
Paya Lebar West,Holland Drive,1
Dairy Farm,Marina South,2
Telok Blangah Way,East Coast,1
Toh Guan,Hougang East,1
Ang Mo Kio Town Centre,Mandai Estate,2
Siglap,Sembawang Central,2
Mei Chin,Yio Chu Kang North,1
Selegie,Hillcrest,1
Seletar Aerospace Park,Malcolm,2
Coronation Road,Queensway,1
Yishun West,Loyang East,3
Coronation Road,Monk's Hill,1
Clifford Pier,Bayfront Subzone,1
Townsville,West Coast,2
Pang Sua,Sembawang Hills,1
Townsville,Mount Emily,1
Gombak,One Tree Hill,1
Mount Pleasant,Telok Blangah Way,1
Sembawang Hills,Benoi Sector,1
Woodlands Regional Centre,Tengah,1
Sembawang Hills,Mandai East,1
Springleaf,Seletar Aerospace Park,1
Pulau Punggol Barat,Townsville,1
Rochor Canal,Gul Circle,1
Pasir Ris West,Dunearn,3
Admiralty,Punggol Field,3
Matilda,Punggol Town Centre,8
International Business Park,Yishun East,8
Geylang East,Frankel,364
Kampong Java,Taman Jurong,15
Anchorvale,Rivervale,123
Central Water Catchment,Senoko North,28
Changi Airport,Tampines East,1184
City Terminals,Orange Grove,2
Lorong Ah Soo,Tampines East,98
Nassim,Commonwealth,20
Tanjong Rhu,Bendemeer,43
Farrer Park,Yishun South,26
Everton Park,Cecil,28
Hong Kah,Yunnan,284
Tampines East,Pasir Ris Park,100
Henderson Hill,Holland Drive,27
Midview,Senoko North,38
Tuas View Extension,Western Water Catchment,21
Telok Blangah Drive,Jurong Gateway,47
Boon Lay Place,Tuas View,56
Tanjong Rhu,Victoria,43
Braddell,Central Subzone,27
Serangoon Central,Holland Road,20
Pearl's Hill,Trafalgar,58
Yio Chu Kang North,Woodlands East,24
Compassvale,Serangoon Central,89
Yio Chu Kang,Choa Chu Kang North,27
Anak Bukit,National University of S'pore,60
Keat Hong,Bukit Ho Swee,6
Geylang East,Fernvale,83
Upper Thomson,Waterway East,23
Hong Kah,Kampong Ubi,57
Geylang Bahru,City Hall,31
Punggol Town Centre,Pulau Punggol Timor,70
Boulevard,Jelebu,73
Pasir Ris West,Kebun Bahru,6
Bedok North,Maritime Square,104
Yew Tee,Peng Siang,73
Nassim,Holland Drive,41
Alexandra Hill,Kallang Bahru,41
Yishun West,Newton Circus,38
Toh Guan,Woodlands Regional Centre,27
Yishun South,Somerset,41
Yio Chu Kang,Kebun Bahru,72
Kent Ridge,Bugis,5
Tiong Bahru,Woodlands East,20
Anson,Robertson Quay,8
Central Water Catchment,Toh Tuck,5
Straits View,City Terminals,79
Simei,Punggol Field,51
Bendemeer,Yio Chu Kang,37
Liu Fang,Fort Canning,5
Bishan East,Kampong Ubi,119
Bugis,Pearl's Hill,72
Sembawang Hills,Bishan East,9
Bishan East,Yunnan,18
Holland Road,Marina South,4
Anak Bukit,One North,69
Victoria,Trafalgar,26
Tyersall,Ghim Moh,15
Chinatown,Commonwealth,14
Yio Chu Kang,Dunearn,1
Monk's Hill,Changi Airport,4
Toa Payoh Central,North Coast,61
Balestier,Liu Fang,6
Serangoon Central,Bedok South,49
Jelebu,Tampines East,33
Fajar,Yuhua East,16
Kampong Bugis,Tuas Promenade,3
Ang Mo Kio Town Centre,Defu Industrial Park,5
Woodgrove,Fort Canning,15
Pasir Ris West,Chatsworth,9
Istana Negara,Kaki Bukit,16
Xilin,Woodlands Regional Centre,37
Sembawang Central,Chatsworth,10
Greenwood Park,Simei,4
Senoko South,Gali Batu,21
Jurong West Central,Guilin,84
Yishun West,Farrer Park,53
Lavender,Redhill,33
Serangoon Garden,Phillip,16
Senoko South,Changi Airport,42
Tampines West,Sennett,22
Changi Airport,Flora Drive,96
Pang Sua,Wenya,6
Boon Teck,Marymount,33
Jurong Island and Bukom,Holland Road,5
Bendemeer,Toa Payoh West,21
Jelebu,Flora Drive,3
City Terminals,Simei,21
Boulevard,Pasir Ris Drive,45
Jurong West Central,Penjuru Crescent,51
Punggol Town Centre,Toa Payoh Central,13
Farrer Park,Mount Pleasant,38
Marina Centre,Clementi Central,31
Ghim Moh,Clementi Central,57
Chatsworth,Tuas Promenade,7
Hougang Central,Pasir Panjang 1,8
Braddell,Chinatown,8
Chatsworth,Marymount,21
Anchorvale,Jurong Port,4
Dhoby Ghaut,Tampines North,3
Woodlands East,Loyang West,29
Changi Airport,North-Eastern Islands,46
Tuas Promenade,Kaki Bukit,19
Fort Canning,Crawford,29
Little India,Peng Siang,6
Sembawang Central,Choa Chu Kang North,28
Cecil,Lower Seletar,5
Fajar,People's Park,2
Pei Chun,One North,16
Gali Batu,Trafalgar,13
Nassim,Tyersall,140
Swiss Club,Changi Bay,1
Sembawang Central,Kampong Java,43
Toa Payoh Central,Simei,64
Bedok South,Telok Blangah Rise,12
Cheng San,Sembawang North,15
Hillview,Boon Keng,10
Northland,Jurong River,14
Yishun West,Aljunied,107
Bayshore,Somerset,16
Keat Hong,Hillview,19
Rochor Canal,Sengkang Town Centre,9
Tuas View Extension,Sembawang Central,9
Dhoby Ghaut,Pasir Ris West,18
Western Water Catchment,Geylang Bahru,9
Kampong Ubi,Northland,62
Margaret Drive,Depot Road,22
Mei Chin,Singapore General Hospital,16
Pasir Ris West,Choa Chu Kang North,4
Telok Blangah Drive,Yio Chu Kang North,2
Bukit Batok East,Lakeside,9
Bayshore,Istana Negara,5
Trafalgar,Choa Chu Kang North,14
Woodgrove,Nassim,44
Toh Tuck,Boon Lay Place,33
Sembawang Central,Kebun Bahru,19
Bendemeer,Singapore Polytechnic,24
Sengkang Town Centre,Toh Tuck,15
Toh Tuck,Yuhua West,52
Malcolm,Boulevard,24
Bukit Batok East,Hougang West,3
Geylang East,Hong Kah North,12
Clementi North,Nassim,36
Margaret Drive,City Hall,32
Kovan,Bukit Merah,11
Woodgrove,Serangoon North,18
Defu Industrial Park,Clementi West,5
Cecil,Institution Hill,11
Bras Basah,Cecil,15
Pasir Panjang 2,Anson,5
Bencoolen,City Hall,20
Pandan,Lavender,11
Hougang East,Cheng San,12
Swiss Club,Jurong Port,3
Dairy Farm,Somerset,19
Yio Chu Kang,Kampong Java,29
Midview,Pandan,5
Taman Jurong,Pasir Panjang 1,25
Sentosa,Kian Teck,31
Clementi Central,Hong Kah North,28
Sentosa,Pioneer Sector,1
Boat Quay,Loyang West,2
Bukit Batok Central,Lorong 8 Toa Payoh,6
Woodlands South,Marine Parade,11
Liu Fang,Serangoon North,5
Teban Gardens,Serangoon Garden,9
Midview,Tuas Promenade,7
Fernvale,Lorong 8 Toa Payoh,14
Maritime Square,Pandan,19
Pasir Ris Central,Defu Industrial Park,16
Pasir Ris West,Kampong Java,19
Tuas North,Margaret Drive,6
Coronation Road,Marine Parade,8
Toh Tuck,Victoria,13
Yishun South,Serangoon North Ind Estate,15
Toa Payoh Central,Mandai East,18
Henderson Hill,Commonwealth,17
Maritime Square,Hillcrest,19
Clementi North,Serangoon North,6
Pasir Ris Wafer Fab Park,Taman Jurong,7
Lorong Ah Soo,Flora Drive,10
Farrer Court,Liu Fang,2
Trafalgar,Kebun Bahru,36
Tanjong Pagar,Pearl's Hill,22
Hillcrest,Pearl's Hill,17
Tuas Promenade,Lavender,16
Hillview,Bras Basah,10
Gombak,Holland Road,14
Kallang Way,Lorong Chuan,14
Kangkar,Istana Negara,4
Marina Centre,Serangoon North Ind Estate,4
Alexandra North,City Hall,2
North Coast,Clarke Quay,28
Lorong 8 Toa Payoh,Pasir Ris Park,2
Chin Bee,Jelebu,16
Bedok Reservoir,Jurong West Central,10
Margaret Drive,Geylang East,29
Keat Hong,Telok Blangah Drive,16
Monk's Hill,Lorong Ah Soo,3
Keat Hong,Clementi West,10
Clarke Quay,Yew Tee,11
Bedok Reservoir,Port,12
Yio Chu Kang,Kranji,19
Flora Drive,Waterway East,2
City Terminals,North Coast,21
Kian Teck,Bukit Batok Central,41
Changi Point,Loyang East,13
Hong Kah,Swiss Club,19
Bishan East,Swiss Club,14
Sembawang North,Sengkang Town Centre,23
Maritime Square,Tuas Promenade,26
Seletar Hills,Chong Boon,27
Benoi Sector,Wenya,14
Institution Hill,Potong Pasir,4
Lavender,Tuas North,10
Pasir Ris West,Kranji,13
Tuas North,Kampong Bugis,3
Pasir Panjang 1,Pasir Ris West,7
Jurong Island and Bukom,Bedok South,6
Keat Hong,Shangri-La,6
Margaret Drive,Bangkit,8
Tuas View,Bayfront Subzone,5
Upper Thomson,Sentosa,21
Sungei Road,Bedok North,3
The Wharves,Guilin,3
Tanjong Rhu,Yuhua West,8
Woodlands South,Yio Chu Kang West,18
Tiong Bahru Station,Rivervale,10
Midview,Hillcrest,3
Wenya,Clementi Woods,8
Sennett,Clarke Quay,7
Boon Keng,Anak Bukit,16
Waterway East,Braddell,18
Hillview,Nee Soon,4
Hougang West,Oxley,3
Loyang West,China Square,3
Yio Chu Kang,Chatsworth,7
Tengeh,Boat Quay,2
Bencoolen,Depot Road,1
Tuas North,Seletar Aerospace Park,4
Commonwealth,Telok Blangah Rise,2
Swiss Club,Tanglin Halt,12
Xilin,Sembawang Hills,6
Bukit Batok Central,Tukang,9
Peng Siang,Loyang West,3
Anchorvale,Tanglin Halt,4
Swiss Club,Rivervale,8
Sembawang Hills,Ang Mo Kio Town Centre,6
Jurong River,Tampines West,9
City Hall,Dhoby Ghaut,28
Townsville,Northland,21
Sembawang Hills,Woodlands East,9
Commonwealth,Sengkang Town Centre,9
Pulau Punggol Timor,One North,5
Changi West,Northland,11
Phillip,Little India,9
China Square,Straits View,3
Holland Drive,Bayfront Subzone,7
Serangoon North Ind Estate,Pearl's Hill,6
Leedon Park,Guilin,3
Bukit Batok West,Clementi Central,29
Hong Kah,Leedon Park,5
Clementi North,Fort Canning,14
Paya Lebar East,Dunearn,1
Tagore,Marina South,2
Joo Koon,Phillip,3
Kallang Bahru,People's Park,4
Alexandra North,Clementi Central,4
Gombak,Bedok South,8
Bukit Batok West,Serangoon North Ind Estate,3
Tanjong Rhu,Henderson Hill,13
Northland,Gul Basin,7
Tiong Bahru Station,Jurong Port,4
Goodwood Park,Jurong Gateway,6
Chinatown,Holland Drive,19
Malcolm,Kampong Tiong Bahru,1
Henderson Hill,Tyersall,6
Mackenzie,Sembawang North,4
Robertson Quay,Bendemeer,12
Springleaf,Boulevard,4
Marina South,Liu Fang,2
Toa Payoh Central,Benoi Sector,7
Goodwood Park,Yio Chu Kang North,3
Sembawang North,Dairy Farm,6
Sembawang Springs,Shangri-La,3
Tuas North,Sembawang Straits,1
Dairy Farm,Serangoon North Ind Estate,3
Central Water Catchment,Pandan,6
Pandan,Kaki Bukit,11
Pulau Punggol Timor,National University of S'pore,4
Kebun Bahru,Clementi Central,6
Depot Road,Pearl's Hill,12
Trafalgar,Dunearn,4
Liu Fang,Nassim,3
Marine Parade,Kampong Glam,5
Toh Tuck,Henderson Hill,5
Seletar Hills,Changi West,4
Nature Reserve,Somerset,12
Toh Guan,Sembawang Hills,2
Mountbatten,Lorong 8 Toa Payoh,15
Hougang East,Lim Chu Kang,2
Senoko South,Mackenzie,6
Punggol Town Centre,Paya Lebar West,4
Straits View,Siglap,4
Toa Payoh West,Maritime Square,12
Robertson Quay,Yuhua West,7
Kallang Bahru,Yuhua East,5
Chatsworth,Hougang East,4
Selegie,Woodlands Regional Centre,5
Choa Chu Kang Central,Braddell,8
Somerset,Gombak,7
Kaki Bukit,Northshore,2
Coronation Road,Yio Chu Kang West,1
National University of S'pore,Phillip,3
Central Subzone,Paya Lebar East,2
Yishun East,Lorong Halus,5
Farrer Court,Compassvale,4
Pei Chun,National University of S'pore,2
Matilda,Bras Basah,21
Lower Seletar,Kallang Bahru,10
Lorong Halus,Alexandra Hill,14
Phillip,Marina East,2
Clementi Woods,Toa Payoh Central,4
Bedok Reservoir,Townsville,4
Dunearn,Bangkit,12
Clifford Pier,Monk's Hill,1
Bedok North,Alexandra North,5
Tanglin Halt,Clementi Woods,7
Lorong Ah Soo,North-Eastern Islands,2
Bendemeer,Seletar,2
Chin Bee,Pasir Ris Drive,3
Pasir Panjang 2,Pasir Ris Wafer Fab Park,4
Pioneer Sector,Chinatown,2
Macpherson,West Coast,5
Hong Kah North,Sembawang North,5
Katong,Joo Koon,2
Kian Teck,Serangoon Central,6
Kampong Bugis,Hougang East,5
Paya Lebar East,Chatsworth,1
Paya Lebar East,Kranji,1
Singapore Polytechnic,Bayfront Subzone,6
Bukit Batok East,Xilin,9
Yio Chu Kang West,Kampong Glam,2
Pulau Punggol Timor,The Wharves,1
Paya Lebar East,Kampong Java,2
North-Eastern Islands,Sengkang West,1
Bencoolen,Clementi Central,8
Rochor Canal,Dairy Farm,1
Tampines North,Bukit Batok West,5
Pulau Punggol Barat,Tampines West,1
Malcolm,Woodgrove,8
Kampong Glam,Serangoon Garden,5
Khatib,Selegie,2
Boat Quay,Khatib,3
Yio Chu Kang East,Pandan,3
Senja,Northland,17
Changi Point,Yishun West,4
Springleaf,Hougang Central,1
Tanglin,Tanglin Halt,9
Flora Drive,Sentosa,5
Seletar Aerospace Park,Kian Teck,2
Joo Seng,Kim Keat,10
Khatib,Phillip,6
Yio Chu Kang East,Tuas Promenade,4
Kangkar,Robertson Quay,2
Sembawang Hills,Pei Chun,1
Kampong Bugis,Hillcrest,2
Boon Teck,Hougang East,4
Sembawang North,Telok Blangah Rise,1
Mandai East,Guilin,4
Defu Industrial Park,Fajar,2
Anak Bukit,The Wharves,5
Kampong Tiong Bahru,Pasir Panjang 1,6
Seletar,Sentosa,1
National University of S'pore,Selegie,2
Kent Ridge,Chin Bee,3
Greenwood Park,Orange Grove,2
Plab,Peng Siang,1
Jurong Gateway,Kampong Glam,2
Siglap,Joo Koon,2
Fernvale,Tukang,3
Bangkit,Serangoon Central,2
Lorong Halus,Upper Paya Lebar,2
Boon Teck,Tuas Promenade,1
Monk's Hill,Mackenzie,2
Katong,Sembawang Springs,1
Clifford Pier,Marymount,2
Paterson,North Coast,4
Nature Reserve,Serangoon North Ind Estate,2
Marymount,Sungei Road,2
Dover,Straits View,2
Macpherson,Mount Emily,1
Dunearn,Geylang East,3
Lakeside,Mount Emily,1
Sembawang East,Ghim Moh,1
Yio Chu Kang East,Hillcrest,3
Changi Bay,Little India,2
Simei,Wenya,3
Gul Basin,Tampines West,2
Orange Grove,Matilda,2
Samulun,Cecil,2
Yishun Central,Compassvale,2
Jelebu,North-Eastern Islands,1
Orange Grove,Ulu Pandan,2
Pasir Panjang 2,Malcolm,1
Commonwealth,Leonie Hill,2
Sungei Road,Raffles Place,2
Kallang Bahru,Plab,3
Changi Bay,Sunset Way,1
Bendemeer,Bidadari,1
Malcolm,Hougang Central,1
Ridout,Shangri-La,1
Tukang,Waterway East,1
Phillip,Tengeh,1
Rochor Canal,Telok Blangah Rise,1
Mandai East,Penjuru Crescent,1
Defu Industrial Park,Bukit Ho Swee,2
Lower Seletar,Goodwood Park,1
Paya Lebar East,Choa Chu Kang North,1
Punggol Field,Sembawang Hills,2
Shipyard,Clementi Woods,2
Bishan East,Brickworks,2
Gul Circle,Admiralty,2
Geylang Bahru,Depot Road,1
Teban Gardens,Orange Grove,1
Clifford Pier,Queensway,1
Fernvale,Joo Seng,55
Kaki Bukit,Kampong Ubi,365
Aljunied,Boulevard,218
Penjuru Crescent,Clementi West,80
Macpherson,Northland,24
Woodgrove,Tampines East,119
Kallang Way,Lavender,120
Bedok Reservoir,Tampines West,485
Bedok North,Hougang East,19
Marymount,Bedok North,42
Jurong West Central,Yuhua West,279
Bras Basah,Clifford Pier,3
Jurong Port,Penjuru Crescent,20
Woodlands West,Sembawang Central,62
Telok Blangah Rise,Everton Park,64
Lorong Chuan,Lorong Chuan,24
Bedok South,Geylang East,197
Xilin,Punggol Field,137
Marine Parade,Malcolm,4
Toa Payoh Central,Woodlands East,118
Bukit Merah,Toa Payoh Central,22
Little India,Geylang Bahru,21
National University of S'pore,Bukit Batok Central,51
Singapore General Hospital,Matilda,64
Yio Chu Kang East,Woodlands Regional Centre,82
Dover,Telok Blangah Drive,36
Guilin,Xilin,20
Pasir Ris Drive,North Coast,53
Somerset,Trafalgar,39
Boulevard,Redhill,52
Gul Circle,Anak Bukit,14
Hillview,Coronation Road,21
Guilin,Hougang West,5
Yishun East,Yishun South,149
China Square,Bukit Ho Swee,31
Jurong West Central,Victoria,35
Holland Drive,Senoko South,4
Liu Fang,Flora Drive,2
Yunnan,Kaki Bukit,34
Dover,Clementi West,27
Liu Fang,Tampines East,24
Tuas North,Boulevard,17
Pasir Ris Drive,Simei,204
Toa Payoh Central,Pei Chun,114
National University of S'pore,Serangoon Central,83
Holland Road,Somerset,26
Seletar,Woodgrove,21
Yishun East,Mount Pleasant,5
Changi Airport,Loyang West,96
Taman Jurong,Pasir Panjang 2,35
Bukit Batok South,Senja,24
Coronation Road,Dover,20
Port,Bendemeer,13
Hong Kah North,National University of S'pore,64
Pulau Punggol Timor,City Terminals,5
Western Water Catchment,Taman Jurong,81
Lavender,Upper Paya Lebar,28
Kent Ridge,Yew Tee,25
Singapore Polytechnic,Woodlands West,36
Choa Chu Kang Central,Gul Basin,15
Commonwealth,Geylang East,32
Rivervale,Phillip,6
Changi Point,Aljunied,26
Defu Industrial Park,Central Subzone,7
Clementi Woods,Nature Reserve,5
Tuas View,Woodlands West,19
Plab,Geylang Bahru,3
Boon Teck,Sembawang Hills,1
Pei Chun,Siglap,1
Clementi Central,Lorong 8 Toa Payoh,4
Yew Tee,Geylang Bahru,20
Lavender,Alexandra Hill,46
Braddell,Seletar,2
Boon Lay Place,Keat Hong,95
Turf Club,Townsville,3
Toh Guan,Wenya,24
Chin Bee,Tuas North,34
Hong Kah North,The Wharves,2
Aljunied,Woodgrove,77
Farrer Park,Tanjong Rhu,24
Mountbatten,Joo Seng,32
Kampong Glam,Bukit Merah,2
Toa Payoh West,Marymount,63
Clementi North,Tampines East,34
Jurong Gateway,Bukit Batok West,49
Braddell,Yio Chu Kang,43
Singapore General Hospital,Ulu Pandan,20
Clementi West,Phillip,6
Tuas View Extension,Joo Koon,47
Holland Drive,Queensway,14
Pasir Panjang 2,Kian Teck,4
Yio Chu Kang North,Choa Chu Kang Central,8
Lorong Chuan,Shipyard,3
Dhoby Ghaut,Serangoon Garden,53
Tiong Bahru Station,Nassim,20
Hillview,Reservoir View,10
Jurong Island and Bukom,Tiong Bahru Station,5
Kaki Bukit,Bukit Batok East,8
Upper Paya Lebar,Bendemeer,27
Toh Tuck,Upper Thomson,22
Hougang Central,Pasir Panjang 2,13
Hong Kah North,One North,45
Lower Seletar,Fernvale,67
Khatib,Bukit Batok Central,18
Wenya,Toh Guan,29
Sengkang Town Centre,Jurong Gateway,38
North Coast,Dhoby Ghaut,47
